feature	Acidaminococcus	Agathobacter	Akkermansia	Alistipes	Allisonella	Anaeroplasma	Anaerostipes	Asteroleplasma	Bacillus	Bacteroidales_RF16_group	Bacteroides	Barnesiella	Bifidobacterium	Bilophila	Blautia	Butyricicoccus	Butyricimonas	Butyrivibrio	CAG.352	CAG.873	Catenibacterium	Christensenellaceae_R.7_group	Citrobacter	Clostridia_UCG.014	Clostridia_vadinBB60_group	Clostridium_sensu_stricto_1	Colidextribacter	Collinsella	Coprobacter	Coprococcus	Defluviitaleaceae_UCG.011	Desulfovibrio	Dialister	Dorea	Enterobacter	Enterococcus	Erysipelatoclostridiaceae	Erysipelotrichaceae_UCG.003	Escherichia.Shigella	Faecalibacterium	Family_XIII_AD3011_group	Family_XIII_UCG.001	Flavonifractor	Fournierella	Fusicatenibacter	Holdemanella	Incertae_Sedis	Intestinibacter	Intestinimonas	Klebsiella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_UCG.004	Lachnospiraceae_UCG.010	Lactobacillus	Lactococcus	Marvinbryantia	Megasphaera	Methanobrevibacter	Monoglobus	Muribaculaceae	NK4A214_group	Negativibacillus	Odoribacter	Oscillibacter	Oscillospira	Parabacteroides	Paraprevotella	Parasutterella	Phascolarctobacterium	Prevotella	Prevotellaceae_NK3B31_group	RF39	Rikenellaceae_RC9_gut_group	Romboutsia	Roseburia	Ruminococcus	Slackia	Streptococcus	Subdoligranulum	Succinivibrio	Sutterella	Terrisporobacter	Turicibacter	Tyzzerella	UCG.002	UCG.003	UCG.004	UCG.005	UCG.010	Weissella	X.Eubacterium._coprostanoligenes_group	X.Eubacterium._eligens_group	X.Eubacterium._hallii_group	X.Eubacterium._ruminantium_group	X.Eubacterium._siraeum_group	X.Eubacterium._ventriosum_group	X.Eubacterium._xylanophilum_group	X.Ruminococcus._gauvreauii_group	X.Ruminococcus._torques_group	uncultured	vadinBE97
np0761	0	83	6	251	0	0	18	201	0	0	610	2	533	2	329	0	0	0	108	0	0	93	47	379	8	0	23	110	0	170	0	0	48	131	0	5	63	3	0	772	0	0	0	0	52	20	0	0	0	8	23	4	4	162	58	0	2	1	0	13	0	122	5	113	21	0	0	0	1	11	234	19	16	722	0	12	516	16	28	238	0	0	272	0	7	0	3	0	211	30	2	62	7	0	1	134	35	0	0	0	64	27	1	50	6
np0762	5	386	0	316	9	0	3	11	0	190	12778	18	21	7	561	0	2	1	385	218	0	69	0	2652	296	15	26	15	6	331	4	21	135	267	0	4	35	0	0	7426	18	1	0	8	26	1	1	6	0	0	147	981	9	102	761	28	30	4	0	0	0	8	6	586	137	0	16	35	3	165	25	45	330	13521	0	36	1181	27	59	216	0	0	658	100	311	4	0	15	4082	659	5	159	158	0	97	1065	61	0	11	0	0	220	6	696	0
np0764	0	516	163	1016	44	0	28	174	48	0	5581	43	1710	18	2035	15	0	2	694	0	19	472	158	2149	11	24	134	942	4	1060	9	0	517	1279	36	65	413	12	19	7173	0	4	0	0	225	30	4	0	0	180	459	73	3	830	646	19	30	443	0	32	0	815	47	700	158	0	40	3	0	154	1529	310	337	9036	0	356	5646	122	444	1348	11	5	1276	0	150	2	26	2	2660	321	20	305	27	0	0	938	116	0	0	0	153	101	20	520	14
np0766	0	2662	178	2205	408	0	26	15	95	0	12208	75	2013	12	2607	15	10	1	1214	0	11	392	2098	6103	26	20	71	1410	0	2492	4	0	1968	3206	149	244	444	6	66	10878	0	10	0	0	251	49	0	3	0	3232	1825	466	17	1282	662	39	54	714	0	39	0	999	188	1250	254	4	26	36	19	475	945	2601	1828	37585	0	165	35035	145	695	5494	18	0	4294	0	267	0	15	10	4948	5413	4	682	24	0	0	935	198	0	3	0	233	282	22	379	30
np0768	0	44	13	179	0	0	9	181	2	0	1377	0	173	4	160	1	0	2	34	0	2	55	19	193	17	0	7	64	0	103	2	0	34	76	0	0	107	0	6	273	0	0	0	0	33	4	0	0	0	7	21	0	0	113	73	4	7	2	0	1	0	122	2	93	15	0	3	0	12	9	58	19	38	159	0	9	193	13	12	167	0	0	65	0	8	0	0	0	112	6	0	47	2	0	0	108	22	0	0	0	13	15	0	182	26
np0771	0	91	0	789	0	0	30	0	6	0	14384	12	63	4	743	0	1	6	428	0	0	463	13	581	39	15	16	0	0	168	63	2	40	263	49	0	53	0	11	610	0	7	0	21	13	18	0	2	3	14	182	14	0	112	3932	4	21	3	59	7	0	65	7	238	43	0	4	6	28	49	3	34	530	349	0	65	466	14	235	28	0	0	321	0	69	0	0	0	895	82	0	462	3	0	0	197	108	0	0	0	7	0	4	4070	7
np0772	46	72	0	7	151	0	604	0	0	0	54	0	13575	0	1560	0	0	0	131	0	10	0	64	10	0	57	0	557	0	298	0	0	327	107	0	539	0	6	83	188	0	0	0	0	11	0	1	147	0	56	31	11	0	29	17	0	0	2805	13	4	0	21	21	0	3	0	1	1	0	1	6	0	0	6578	0	0	0	28	9	7	4	0	41	0	0	4	4	23	15	0	0	0	0	264	1	13	30	0	2	0	0	0	7	9	0
np0773	0	10	90	488	0	0	11	23	2	0	603	12	97	0	150	0	5	0	38	0	0	109	1	123	4	3	4	61	2	145	6	0	30	142	0	4	34	4	2	344	0	0	0	0	28	18	1	0	0	0	15	9	2	39	22	0	3	0	0	2	0	47	5	59	32	0	20	0	0	29	37	15	14	365	0	8	162	15	78	168	0	3	93	0	19	0	4	5	87	13	3	19	6	0	1	47	95	0	5	0	3	2	4	143	14
np0774	0	358	45	3909	0	0	136	0	6	0	34934	140	273	5	2675	17	0	92	2715	0	0	1531	25	3042	232	70	31	111	0	705	126	0	100	906	167	2	55	11	18	2131	0	3	0	106	58	102	11	0	0	6	378	30	15	294	4384	19	158	3	62	18	0	131	48	685	211	0	42	12	53	310	4	167	1742	1112	0	169	2041	103	1075	67	0	16	1418	0	494	6	0	0	2906	1184	28	1723	33	0	5	786	493	3	56	0	257	48	54	4381	31
np0775	0	148	3	219	0	0	0	0	0	0	9431	33	114	0	587	0	0	0	186	0	0	194	9	81	44	9	11	0	0	224	0	0	22	223	73	0	17	4	4	109	0	0	0	26	23	20	0	0	6	0	234	2	0	70	113	14	40	0	643	0	0	31	3	134	29	2	0	4	25	87	3	33	540	499	0	11	198	18	5	7	1	5	573	0	138	0	0	0	1791	92	0	64	47	0	2	59	37	0	11	0	7	5	0	274	0
np0776	5	232	33	430	11	0	43	3	0	0	2495	47	30	6	333	15	4	35	251	0	8	51	0	63	0	0	16	62	19	247	0	4	75	360	0	0	24	0	11	675	1	0	0	8	10	0	0	9	0	19	51	41	0	61	146	27	5	11	0	0	0	0	10	82	61	0	25	4	7	480	779	170	90	2984	172	0	4	2	330	1208	0	1	157	0	155	0	0	0	130	180	0	14	21	0	18	145	100	0	22	0	14	13	17	70	0
np0783	0	2242	93	904	318	0	24	9	50	0	6122	47	3187	16	2746	20	6	0	174	0	35	401	263	1614	9	33	55	1599	0	1696	4	4	995	2283	29	145	124	4	33	9709	0	2	0	1	309	47	0	2	0	207	906	143	27	846	686	26	6	1112	0	33	0	632	110	399	95	0	51	0	18	171	414	1108	566	17229	0	118	5447	124	254	1784	25	2	2831	0	143	1	24	1	2644	550	5	227	4	0	0	825	359	0	0	0	149	279	34	508	11
np0784	4110	110	25	587	95	8	474	38	0	2	9490	34	947	5	430	68	0	3	9	8	414	25	35	18	6	32	19	308	7	497	0	5	294	573	3	0	1	17	8	1008	0	11	0	41	26	14	3	6	0	46	457	0	30	59	38	128	0	178	0	23	1124	4	0	696	88	2	6	10	12	2569	417	654	58	11536	0	0	89	33	74	38	19	3	243	29	2340	2	0	1	106	1124	0	10	12	2	3	48	205	0	0	103	30	117	8	123	0
np0789	3	430	23	805	11	0	141	13	3	0	7246	151	65	9	2493	12	2	18	7415	0	56	406	0	135	0	6	10	48	42	356	0	11	81	965	0	0	50	11	19	3730	1	0	4	52	411	0	12	12	0	7	202	32	21	318	326	122	0	1	4	22	0	6	46	319	327	4	20	6	2	545	5119	99	116	22423	230	2	0	14	184	3629	0	0	722	0	118	0	0	20	743	129	0	95	99	0	22	66	184	0	53	1	200	89	34	155	0
np0790	0	254	0	155	9	0	340	29	3	0	1485	24	43	0	2514	59	0	12	252	0	3263	102	0	1330	34	2	25	51	0	502	0	0	327	353	0	87	4	4	63	7612	13	6	0	0	313	0	1	10	0	418	228	2	5	3432	90	9	37	19	7	53	0	11	0	44	174	1	18	7	3	124	228	103	26	28319	107	0	0	6	4	376	0	0	467	0	336	0	0	0	1047	173	0	42	27	0	10	5	564	1	26	0	0	114	3	186	0
np0798	0	1301	114	438	278	0	11	8	1	0	2288	23	1274	5	1092	7	3	0	83	0	18	147	159	1960	6	7	43	605	0	744	1	0	375	814	1	46	32	0	10	3839	0	0	0	0	153	21	0	0	0	55	338	123	5	446	296	12	10	549	0	16	0	349	35	106	91	0	29	0	18	75	245	486	205	10382	0	44	3250	50	115	971	11	2	1307	0	72	0	17	0	1077	278	4	97	1	0	0	445	123	0	0	0	14	188	10	190	6
np0799	5	947	20	732	7	112	21	19	14	5	14841	67	55	13	663	18	5	5	420	73	10	143	0	937	86	13	16	0	11	635	61	19	130	657	0	0	50	10	7	1536	5	2	0	31	60	11	10	3	2	3	116	39	6	107	638	33	25	0	0	17	0	4	8	653	120	3	41	11	8	427	858	74	250	3111	0	23	346	24	425	643	0	3	283	80	577	0	0	1	877	514	22	99	96	0	45	596	69	12	19	1	91	95	22	103	0
np0801	88	3738	13	6395	36	11	83	9	0	0	55672	1373	574	65	3354	20	5	0	382	0	6	790	5	524	113	69	132	778	49	1169	58	290	1758	2280	0	15	0	17	82	3424	117	12	5	0	132	12	6	21	28	128	1513	24	15	88	12045	86	634	5	0	26	0	167	20	325	208	424	52	95	186	1275	204	31	1278	9457	529	333	0	73	358	7034	5	3	606	0	2933	8	15	11	12770	3786	0	622	168	21	7	631	106	4	10	0	1743	259	22	2471	0
np0802	25	4665	29	508	17	9	78	24	160	16	9562	26	82	11	1184	10	4	5	358	233	39	126	4	5491	97	43	36	245	4	1159	14	10	282	915	0	313	90	13	71	2178	1	0	0	41	175	16	10	6	1	93	92	18	4	205	488	11	24	1	1	20	25	41	9	1516	117	5	10	8	0	430	1208	69	876	19545	0	22	586	48	458	1959	1	0	469	1312	546	6	8	2	956	538	4	130	48	1	38	210	94	5	9	0	31	117	21	185	1
np0803	57	2899	0	168	31	0	552	58	16	11	2826	16	570	2	3351	24	0	0	126	216	4874	64	66	2480	193	18	43	1595	0	1473	0	3	615	1147	0	238	13	103	520	6280	4	3	0	30	332	667	5	6	0	439	125	10	12	746	193	10	9	4	1	117	44	67	7	726	101	5	8	0	1	86	48	16	196	30346	0	28	633	11	29	542	6	0	391	714	261	0	0	0	1391	726	11	103	77	0	42	27	537	1	5	1	0	275	17	476	0
np0807	9	225	0	77	3	0	101	0	0	0	2267	1	599	0	966	22	0	1	10	0	61	37	0	168	2	11	16	107	0	206	0	0	51	217	0	178	0	7	0	2552	6	0	1	6	71	47	0	5	0	30	240	1	0	1948	26	15	17	23	281	91	0	8	0	644	27	0	0	3	5	55	18	35	210	12671	0	8	0	30	0	66	0	0	38	0	201	0	0	0	404	410	0	85	1	6	0	2	93	0	2	0	0	66	1	9	0
np0811	0	226	14	2566	32	14	89	6	0	0	22702	184	103	12	876	31	0	0	283	0	87	184	0	497	68	19	14	1405	14	2537	5	138	651	1305	0	86	0	56	2	4254	3	0	4	0	61	0	1	5	45	0	436	67	6	118	703	1137	22	236	0	9	0	0	49	1081	147	0	21	0	5	655	1251	277	77	2	21	0	538	23	271	1090	5	3	616	0	3612	1	3	8	2496	2714	0	85	59	109	3	195	581	0	1	7	19	22	43	527	0
np0817	346	1003	191	1286	124	19	2011	0	4	0	3895	171	2832	11	1794	75	7	447	396	0	46	176	0	857	52	65	27	424	0	1261	1	2	353	1275	46	4	0	270	80	4321	1	1	4	0	242	126	12	18	3	2	297	177	24	98	764	178	45	1	6	17	0	21	61	287	101	0	104	26	21	366	150	99	103	225	93	104	171	134	1190	2534	7	40	1094	0	989	12	60	3	488	428	0	83	186	0	179	395	999	266	95	24	56	27	236	308	8
np0818	73	168	56	738	81	0	123	5	7	0	3154	57	92	7	1768	26	1	0	6	0	103	28	0	50	11	101	276	422	0	708	14	0	6721	987	0	41	0	2	0	3793	0	50	2	20	24	20	0	39	3	0	561	4	4	24	2756	185	3	7	2	19	0	39	1	247	151	2	7	13	8	286	1401	39	1580	25656	0	0	0	37	59	915	6	3	206	35972	556	6	10	1	2193	1293	0	80	0	17	2	320	150	0	2	3	107	84	10	55	0
np0819	1247	169	1	1654	526	0	187	11	273	0	24603	18	677	19	2095	67	0	0	0	0	115	216	7	115	0	32	283	275	0	1496	0	43	788	1197	3	910	0	0	14	1720	22	22	0	48	68	0	12	22	0	1	2110	384	4	285	727	278	195	1987	15	100	0	34	531	2418	284	65	1	26	0	727	1244	995	614	14811	0	0	0	61	0	2886	52	6	263	11	2131	2	6	52	1139	1612	0	133	45	31	609	151	1191	2374	8	0	273	104	2	445	0
np0822	259	641	32	5298	310	8	334	46	240	0	66286	146	917	29	2973	156	0	0	10	0	190	336	0	797	5	72	105	381	7	2281	0	24	711	1832	0	880	0	6	18	1263	23	3	1	363	145	18	6	19	2	0	1053	303	11	333	1785	175	123	1729	84	132	0	22	1260	8372	1649	23	66	114	23	2612	6173	1329	678	14415	0	3	0	167	26	3125	37	10	389	35	6197	17	5	52	3386	1831	0	500	3	139	398	539	1154	10139	63	0	1897	105	20	254	0
np0827	653	11360	68	255	202	1	169	14	103	0	4234	19	8742	4	4362	51	4	6	546	87	85	184	128	2230	6	192	21	944	8	2278	4	14	694	2151	47	255	4	4	100	8151	5	6	0	18	276	50	6	54	0	242	461	17	18	99	1829	35	0	6161	99	104	1126	106	8	469	505	0	18	13	0	125	612	188	334	23899	0	4	150	215	409	3399	59	3	1321	4909	329	20	47	9	1008	461	0	166	20	22	143	114	155	7	25	3	2	300	84	93	0
np0830	0	128	6	28	2	0	5	6	0	0	1080	7	165	0	423	1	0	0	18	0	0	64	104	442	12	4	22	67	0	407	5	0	21	469	0	15	183	0	0	1260	0	0	0	0	113	5	0	0	0	6	150	13	0	255	77	4	18	104	0	7	0	80	16	60	37	0	0	0	5	5	596	28	182	1127	0	46	534	18	6	209	0	0	225	0	10	0	0	0	522	57	6	39	4	0	0	304	16	0	0	0	8	14	3	263	1
np0834	3	496	5	376	6	10	27	48	0	98	10532	24	10	4	450	3	6	2	593	153	7	65	0	1405	141	7	20	15	10	399	26	18	90	303	2	0	42	0	6	2599	4	0	1	22	60	14	2	0	0	0	73	23	0	131	294	14	28	0	0	2	0	2	7	771	121	0	5	12	6	245	169	138	169	5839	0	30	523	17	262	276	2	0	323	136	1450	3	0	0	1159	541	3	133	89	0	32	2633	82	11	8	0	7	115	6	294	0
np0837	3214	2299	13	4	332	0	29	0	12	0	115	0	5619	1	15	0	0	0	2	0	0	6	17	0	0	38	0	887	0	3	0	0	43	63	0	47	0	1	359	76	0	0	0	0	2	0	0	4	0	2697	26	38	0	0	8	12	0	15829	17	0	0	0	0	0	0	0	0	0	0	0	0	0	111	16987	1	0	0	34	22	13	9	0	11	0	1007	5	6	0	2	0	0	0	1	0	0	3035	768	0	0	0	1	0	0	3	0
np0843	25	1038	0	3718	4	0	32	0	0	0	15543	486	81	4	680	9	10	0	191	1	0	75	0	91	34	48	24	170	31	343	0	19	115	592	0	3	0	0	18	880	32	21	0	0	311	0	76	8	3	772	221	52	4	19	278	46	81	0	0	11	0	4	3	3	73	48	18	19	15	2181	351	18	235	2641	57	20	0	32	408	1014	2	0	216	0	1432	0	0	2	1939	1974	0	9	24	5	8	6	50	6	13	2	598	46	9	659	0
np0845	0	97	6	664	0	0	39	0	0	0	7192	91	39	2	263	4	0	71	881	0	0	150	0	399	35	29	6	24	0	169	39	0	39	214	5	0	0	0	4	452	0	0	0	19	20	30	3	0	4	0	36	19	0	36	323	19	33	0	0	7	0	41	3	48	67	0	21	0	3	55	0	95	295	101	0	23	78	40	366	0	4	0	241	0	116	0	0	0	333	323	1	76	0	0	0	82	47	0	6	0	33	11	2	208	0
np0846	5	1581	15	217	27	0	120	0	11	0	2249	16	143	23	1164	5	0	2	755	0	6	181	15	362	1	14	27	67	14	496	0	9	210	696	0	10	0	84	179	2064	0	1	6	70	127	0	10	10	1	77	329	30	5	312	560	62	30	30	0	23	0	11	20	99	65	0	24	12	0	125	973	65	32	83809	2850	0	1	27	451	756	0	33	405	3	206	0	0	0	641	99	0	44	101	6	35	25	470	7	17	3	56	57	79	102	0
np0847	0	172	0	396	0	0	0	0	0	0	8589	50	75	0	460	0	0	14	393	0	0	248	4	111	43	15	0	0	0	134	0	0	18	105	63	0	19	5	1	229	0	8	0	34	7	14	0	4	0	0	88	2	1	87	173	22	29	0	168	0	0	47	0	186	45	0	15	7	22	130	0	48	363	382	0	47	230	17	176	0	0	0	809	0	173	2	15	0	1210	693	15	87	27	0	0	66	55	0	15	2	18	14	4	288	5
np0848	0	62	35	154	2	0	6	153	3	0	958	5	122	0	221	0	0	0	70	0	0	67	2	346	2	3	20	82	0	257	2	0	28	155	0	1	73	0	0	515	0	0	0	0	46	12	0	0	0	0	39	12	0	182	68	7	8	5	0	11	0	115	5	93	19	0	0	0	0	12	316	24	58	740	0	21	377	27	43	171	0	0	187	0	20	0	1	0	250	27	3	65	17	0	0	142	11	0	0	0	23	7	0	248	10
np0849	245	40	0	41	102	0	10982	0	5	0	1237	11	20184	8	3447	146	0	2	1319	0	7	53	73	11	0	44	0	3748	2	3206	0	2	5290	258	0	72	3	0	51	571	0	5	0	0	17	0	0	69	0	9	677	7	2	11	8	9	0	3320	19	4	0	57	167	123	14	0	0	8	0	14	173	13	9	29537	3	0	0	37	45	9	35	0	54	0	15	0	8	538	37	6	0	2	2	445	6	47	6	0	0	0	4	26	10	92	0
np0851	82	168	26	415	24	54	56	27	14	0	21845	26	267	5	1134	9	0	22	385	0	10	404	0	1366	70	4	26	209	0	809	20	4	74	577	3	3	4	9	24	1746	0	12	2	0	158	4	2	2	0	42	213	43	9	158	1399	67	4	0	0	27	0	0	44	167	74	0	17	7	13	155	509	73	429	6321	666	6	1257	12	86	3487	0	0	668	0	749	2	6	0	3637	1125	0	129	85	0	3	287	270	0	16	0	725	32	10	52	0
np0856	0	310	60	361	3	0	16	142	14	0	4143	15	418	9	637	3	0	0	126	0	8	236	37	1219	29	8	66	294	6	573	16	0	88	424	4	13	520	0	14	1730	0	0	0	0	196	13	0	0	0	71	92	17	0	591	220	6	29	60	0	27	0	222	11	292	69	2	11	2	4	58	840	120	205	2419	0	175	1202	23	141	614	0	0	593	0	53	0	9	0	834	97	11	402	25	0	1	648	36	0	3	0	81	21	5	832	27
np0858	0	175	101	1035	0	0	22	157	2	0	4328	14	163	6	498	0	3	0	509	0	15	163	7	972	7	5	12	143	4	421	14	0	228	350	13	0	286	5	15	1383	0	0	0	0	38	9	1	0	0	170	62	44	0	214	311	5	20	30	0	23	0	116	16	511	59	2	14	0	15	134	631	295	193	1933	0	87	3374	26	274	993	0	0	282	0	123	1	0	1	815	330	9	190	20	0	1	763	29	0	2	0	46	8	7	270	18
np0860	80	1928	24	8009	10	0	41	1	0	0	33096	945	129	27	1263	20	9	0	581	0	4	278	135	415	64	101	48	387	63	761	0	83	246	1269	0	4	0	0	92	4766	64	92	2	0	41	2	6	21	2	2704	487	111	13	51	670	90	77	0	0	7	0	24	6	0	257	99	70	43	43	1260	897	22	777	9151	487	41	0	54	1089	4920	13	0	623	1	3295	3	0	0	5412	3827	0	88	40	8	65	68	126	12	42	0	1490	82	22	879	0
np0862	131	684	8	826	20	0	139	4	0	0	9725	40	928	4	687	32	0	35	13	0	26	19	0	529	9	18	31	90	0	490	0	0	181	468	0	192	0	6	6	2592	0	5	6	32	54	20	0	7	0	4	352	48	0	185	159	342	0	42	80	51	0	28	9	1258	116	2	13	23	11	445	1058	165	239	17340	0	4	0	14	173	206	1	4	104	0	794	3	0	0	344	310	0	51	2	10	4	42	137	20	8	7	0	68	4	62	0
np0864	18	891	1	405	11	0	43	0	3	574	11792	28	58	0	412	2	0	1	7	361	263	84	11	384	93	9	16	25	5	110	1	98	68	64	0	30	20	26	17	87	18	1	0	13	59	3	48	0	4	4	135	1	2	19	155	0	45	11	0	17	4	21	2	1428	25	27	6	10	26	1683	14	24	675	1381	0	43	405	6	13	54	0	0	32	11	119	0	2	0	1150	273	11	80	76	0	24	11	22	17	0	0	1	26	1	672	0
np0867	142	534	10	578	12	0	73	0	0	0	5466	24	648	7	832	46	0	0	15	0	71	23	0	244	9	14	55	214	0	419	0	0	617	554	0	296	0	3	23	3576	3	29	19	26	147	47	0	8	0	3	413	120	6	639	49	420	0	68	150	85	0	47	7	938	85	1	11	8	14	200	268	105	315	48116	0	13	0	22	14	160	0	0	119	0	968	0	0	0	1598	835	0	78	7	19	10	20	245	0	7	2	0	89	3	50	0
np0868	0	21	46	853	0	0	1625	0	0	0	13524	91	403	4	10808	0	11	0	0	0	0	1	2	2	0	0	0	26	18	60	0	0	734	2	0	2	0	47	17	25	0	0	103	0	27	0	1	0	2	5	933	603	0	0	2	0	0	6154	0	0	0	0	215	0	17	0	14	194	3	242	0	2	0	19	0	0	0	27	5945	14	0	0	18	0	2	0	2	0	5	387	0	5	0	0	4	2	369	0	9	0	0	0	0	8	0
np0869	0	601	32	1193	11	0	128	8	0	0	10355	87	58	9	1267	14	1	130	1405	0	47	120	24	200	2	7	25	87	18	558	0	3	585	725	0	0	184	12	17	1668	0	0	3	27	207	0	2	17	1	13	160	59	9	382	448	67	8	20	16	9	0	0	12	118	205	2	55	3	11	1133	2195	214	225	14291	95	0	0	12	350	3596	0	0	384	0	591	0	0	4	449	465	0	52	125	0	33	368	166	8	95	0	56	46	37	194	0
np0870	16	563	0	157	23	0	6	4	1	17	5054	14	34	4	763	3	0	0	273	126	0	134	0	1215	131	14	18	98	1	918	27	6	371	1076	0	2	10	0	0	5352	4	21	0	80	28	17	2	0	0	3	303	343	0	806	199	0	26	34	0	80	0	12	7	551	75	2	7	5	5	120	81	52	758	21430	0	25	1394	19	26	259	15	0	713	137	532	0	0	7	1926	718	0	98	102	0	43	668	423	0	4	0	0	212	8	444	0
np0872	36	1765	77	2281	18	466	90	48	2	6	36960	105	214	12	1269	44	12	48	1140	230	61	540	12	1633	174	51	33	248	34	936	21	54	473	909	3	0	110	20	15	2098	6	4	5	177	95	36	20	15	3	32	153	101	10	214	1222	48	99	0	0	18	6	32	31	4326	143	0	67	13	21	1266	1674	184	893	10953	0	23	936	39	2391	2165	4	0	811	6363	1091	4	10	3	1710	1338	13	144	439	0	146	429	225	46	40	8	241	101	74	261	0
np0873	1538	67	3	9	39	0	733	0	3	0	38	0	524	0	1435	46	0	0	5	0	922	2	7	15	0	8	0	225	0	33	0	0	470	457	0	0	0	0	9	3117	0	5	0	1	15	26	0	3	0	346	50	0	10	0	0	19	0	47	0	4	662	17	0	25	47	0	0	0	0	0	0	42	65	18603	0	0	0	20	0	69	6	0	257	14	198	1	0	0	8	96	0	0	0	6	0	0	201	0	0	0	2	457	0	361	0
np0875	0	64	99	728	0	0	22	56	1	0	1594	21	172	6	265	2	5	5	164	0	0	179	1	363	4	3	11	157	4	301	5	0	61	301	0	0	44	6	16	599	0	0	0	1	53	45	3	0	0	0	17	41	6	125	83	11	2	0	0	11	0	88	6	120	48	0	26	1	2	75	112	57	76	1114	0	4	312	40	301	639	1	3	205	0	33	3	8	3	236	40	0	63	20	0	4	91	96	0	1	0	21	11	7	213	14
np0879	541	1032	69	1121	111	159	120	31	26	0	52516	85	931	16	5167	53	1	106	384	0	15	810	0	3221	154	23	59	623	0	2110	31	12	222	1238	0	33	16	25	366	8645	0	49	0	0	580	14	0	6	6	147	620	272	57	558	3095	505	5	8	0	95	0	10	104	512	311	0	46	19	27	433	921	204	1543	18458	569	38	2616	19	542	11948	2	0	2658	0	2671	5	5	0	7198	3151	2	324	226	0	10	663	883	0	45	0	2383	124	62	116	3
np0881	0	2471	0	472	12	0	145	0	0	0	26041	5	53	2	5510	7	0	0	0	0	0	0	0	0	0	0	0	110	0	176	0	0	5	519	0	0	0	0	0	2970	0	0	0	0	1001	0	0	0	0	1	14	11	2	68	512	349	0	0	0	6	0	0	96	0	6	0	16	20	3	223	0	16	100	0	0	0	0	0	32	2859	0	2	186	0	450	0	0	0	154	565	2	1	0	11	4	14	98	1	16	0	58	82	118	13	0
np0882	0	359	344	2045	13	0	64	531	33	0	11121	77	834	18	1446	16	15	12	1138	0	30	570	10	2550	50	19	100	604	7	1400	38	0	373	1184	1	6	580	24	22	3713	0	3	0	0	309	101	9	0	0	40	351	69	14	902	370	33	46	36	0	61	0	473	26	1213	186	6	50	4	26	221	2109	303	400	3955	0	193	2116	105	480	1161	0	0	1235	0	228	0	12	3	1521	189	53	557	79	0	3	548	137	0	8	0	282	61	23	2048	110
np0885	38	1961	72	1182	49	5	224	118	36	7	18472	65	120	19	2216	14	0	7	502	477	1032	164	274	3080	149	36	37	276	9	1970	8	24	904	853	0	5	88	141	30	3537	6	6	0	97	1426	49	137	21	0	2100	269	16	9	162	1136	38	25	9	2	92	43	123	9	2564	312	4	24	12	9	546	1073	81	734	15955	0	39	2612	34	451	1162	6	0	521	5314	1155	6	10	0	3313	1598	11	363	191	0	53	60	132	9	38	3	7	2624	26	424	0
np0888	538	357	0	340	61	0	54	5	0	0	21690	13	513	3	2932	10	0	24	4	0	16	266	0	2075	22	4	62	456	0	1374	4	40	521	1342	0	10	0	4	1	2661	0	8	0	0	68	0	0	0	1	1	318	80	10	109	561	47	106	2	1	19	0	0	33	306	56	0	3	5	4	173	3876	48	293	2260	2751	2	994	0	23	1537	7	200	1918	0	864	0	0	0	3652	488	0	46	46	0	0	725	448	0	6	0	4	79	37	444	0
np0891	92	334	5	478	5	0	60	40	0	145	10827	20	33	5	389	0	5	2	213	356	17	73	7	809	180	10	56	34	7	420	0	159	42	223	0	0	17	68	0	750	32	4	0	103	73	4	12	3	0	0	462	4	12	36	349	16	78	22	0	9	0	11	0	1167	96	50	13	27	80	1049	413	122	336	3404	0	45	876	7	14	329	3	0	219	1370	1117	0	4	0	1586	983	5	97	193	46	62	55	74	0	10	62	0	153	2	697	10
np0892	11	863	8	552	0	29	28	8	0	1	11945	19	27	5	414	10	5	12	191	64	9	66	0	440	24	19	8	15	9	213	15	13	91	214	0	0	19	5	4	785	0	0	0	16	41	8	6	5	0	2	63	18	3	61	493	12	15	0	0	6	0	10	5	1044	45	0	25	5	6	273	335	52	288	2701	0	6	211	22	774	262	0	0	175	469	298	6	9	0	525	313	0	59	72	0	17	88	38	10	14	0	137	60	14	58	0
np0894	0	79	3	992	0	0	13	0	0	0	15128	63	37	0	523	3	0	16	1275	0	0	534	35	300	112	9	4	43	0	264	91	0	18	258	70	3	27	0	6	500	0	3	0	35	18	42	0	3	3	0	103	12	3	84	4518	3	56	2	6	9	0	56	13	230	69	2	0	7	12	81	0	82	560	621	0	39	401	49	600	16	2	7	447	0	144	0	14	0	1499	465	12	684	29	0	0	257	112	3	17	0	156	9	0	1605	3
np0895	56	2588	245	2883	16	646	158	129	0	4	41934	127	326	42	1739	75	21	64	1236	340	88	800	9	2576	249	70	37	161	50	1356	15	80	764	1499	3	0	96	42	17	3291	4	3	7	152	132	73	44	30	2	8	216	165	20	199	1127	78	41	0	3	26	12	55	40	4622	233	4	130	36	20	1723	1791	264	1344	14778	0	23	1200	86	2772	2209	0	5	943	6535	1341	4	22	17	1896	1445	27	208	432	0	235	512	796	81	60	7	141	118	103	415	0
